1,2005,56,1600,22.38,88.7,70.5,0,-6999,682.6,-6999,-6999,-.037,0,0,0,0
2,2005,56,1600,.1
2,2005,56,1610,0
2,2005,56,1620,0
1,2005,56,1630,23.63,85.3,133,0,-6999,682.3,-6999,-6999,-.037,0,0,0,0
2,2005,56,1630,0
2,2005,56,1640,0
2,2005,56,1650,0
1,2005,56,1700,25.81,69.76,158.5,734,-6999,682,-6999,-6999,-.037,0,0,0,0
2,2005,56,1700,0
2,2005,56,1710,0
2,2005,56,1720,0
1,2005,56,1730,26.23,66.91,100.7,2347,-6999,682.1,-6999,-6999,-.037,0,0,0,0
2,2005,56,1730,0
2,2005,56,1740,0
2,2005,56,1750,0
1,2005,56,1800,25.91,68.15,37.65,2354,-6999,682.3,-6999,-6999,-.037,0,0,0,0
2,2005,56,1800,0
2,2005,56,1810,0
2,2005,56,1820,0
1,2005,56,1830,25.26,68.72,7.49,2820,-6999,682.5,-6999,-6999,-.037,0,0,0,0
2,2005,56,1830,0
2,2005,56,1840,0
2,2005,56,1850,0
1,2005,56,1900,24.95,69.63,.581,2341,-6999,682.6,-6999,-6999,-.037,0,0,0,0
2,2005,56,1900,0
2,2005,56,1910,0
2,2005,56,1920,0
1,2005,56,1930,24.51,75.9,0,1267,-6999,682.8,-6999,-6999,-.037,0,0,0,0
2,2005,56,1930,.1
2,2005,56,1940,.2
2,2005,56,1950,.1
1,2005,56,2000,23.27,84.8,.07,17.09,-6999,682.7,-6999,-6999,-.037,0,0,0,0
2,2005,56,2000,0
2,2005,56,2010,0
2,2005,56,2020,0
1,2005,56,2030,23.17,82.5,0,1270,-6999,682.7,-6999,-6999,-.037,0,0,0,0
2,2005,56,2030,0
2,2005,56,2040,0
2,2005,56,2050,0
1,2005,56,2100,24.43,69.84,0,985,-6999,682.9,-6999,-6999,-.037,0,0,0,0
2,2005,56,2100,0
2,2005,56,2110,0
2,2005,56,2120,0
1,2005,56,2130,23.63,78.1,.002,2496,-6999,683.5,-6999,-6999,-.037,0,0,0,0
2,2005,56,2130,.1
2,2005,56,2140,0
2,2005,56,2150,0
1,2005,56,2200,22.09,89.7,.006,2454,-6999,684.6,-6999,-6999,-.037,0,0,0,0
2,2005,56,2200,.2
2,2005,56,2210,.3
2,2005,56,2220,.1
1,2005,56,2230,20.47,99.3,.003,348.1,-6999,684.6,-6999,-6999,-.037,0,0,0,0
2,2005,56,2230,.1
2,2005,56,2240,.1
2,2005,56,2250,.3
1,2005,56,2300,20,101.2,0,413.7,-6999,684.7,-6999,-6999,-.037,0,0,0,0
2,2005,56,2300,.1
2,2005,56,2310,.1
2,2005,56,2320,.4
1,2005,56,2330,19.6,101.6,0,794,-6999,684.8,-6999,-6999,-.037,0,0,0,0
2,2005,56,2330,.6
2,2005,56,2340,.6
2,2005,56,2350,.4
1,2005,56,2400,19.51,101.8,0,0,-6999,684.6,-6999,-6999,-.037,0,0,0,0
2,2005,56,2400,.3
3,2005,56,2400,32.92,19.4,24.88,102,2355,37.61,1325,69.67,-6999,0,-6999,0,-6999,4.4
2,2005,57,10,.5
2,2005,57,20,.2
1,2005,57,30,19.39,101.9,0,0,-6999,684.3,-6999,-6999,-.037,0,0,0,0
2,2005,57,30,.2
2,2005,57,40,.2
2,2005,57,50,.1
1,2005,57,100,19.51,101.8,.002,0,-6999,684,-6999,-6999,-.037,0,0,0,0
2,2005,57,100,.2
2,2005,57,110,.2
2,2005,57,120,0
1,2005,57,130,19.42,101.2,.009,0,-6999,683.4,-6999,-6999,-.037,0,0,0,0
2,2005,57,130,0
2,2005,57,140,.1
2,2005,57,150,0
1,2005,57,200,19.36,100.2,.034,0,-6999,683,-6999,-6999,-.037,0,0,0,0
2,2005,57,200,0
2,2005,57,210,0
2,2005,57,220,0
1,2005,57,230,19,102.1,0,0,-6999,682.6,-6999,-6999,-.037,0,0,0,0
2,2005,57,230,0
2,2005,57,240,0
2,2005,57,250,0
1,2005,57,300,18.77,102.4,0,0,-6999,682.4,-6999,-6999,-.037,0,0,0,0
2,2005,57,300,0
2,2005,57,310,0
2,2005,57,320,0
1,2005,57,330,18.6,102.4,0,0,-6999,682.4,-6999,-6999,-.037,0,0,0,0
2,2005,57,330,0
2,2005,57,340,0
2,2005,57,350,0
